CNAM - CCAM version 78 applicable 01/02/2025,,,,,,,,,,
Code,,Texte,Activité,Phase,"Tarif
Secteur 1 / adhérent OPTAM/OPTAM-ACO
(en euro)","Tarif
Hors secteur 1 / hors adhérent OPTAM/OPTAM-ACO
(en euro)",Rembt. ss Cdtions,Accord Préalable,Exo. TM,Regroupement
,,"Recueil de données : conformément aux arrêtés en vigueur subordonnant la prise en charge du médicament par l’assurance maladie au recueil et à la transmission de certaines informations relatives à sa prescription, en application de l’article L. 162-17-1-2 du code de la sécurité sociale",,,,,,,,
FENL001,,"Irradiation interne pour polyglobulie, par injection intraveineuse de phosphore 32",1,0,74.33,74.33,,,1,ATM
[G],,,,,,,,,,
,,,,,,,,,,
05.03.03,,Autres actes thérapeutiques sur les systèmes immunitaire et hématopoïétique,,,,,,,,
,,,,,,,,,,
EBSA011,,"Hémostase secondaire, par reprise de cervicotomie",1,0,203.32,161.82,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,"À l'exclusion de : hémostase secondaire à un acte sur les vaisseaux cervicocéphaliques, par cervicotomie (EBSA012)",,,,,,,,
,,anesthésie,4,0,159.66,159.66,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
6,,APPAREIL RESPIRATOIRE,,,,,,,,
,,"Par thoracotomie, on entend : tout abord de la cavité thoracique - sternotomie, thoracotomie latérale, thoracotomie postérieure -.",,,,,,,,
,,"Les actes sur le thorax, par thoracoscopie incluent l'évacuation de collection intrathoracique associée, la pose de drain pleural et/ou péricardique.",,,,,,,,
,,"Les actes sur le thorax, par thoracotomie incluent l'évacuation de collection intrathoracique associée, la pose de drain pleural et/ou péricardique.",,,,,,,,
,,"La circulation extracorporelle [CEC] pour acte intrathoracique inclut, pour le chirurgien, l'installation, la conduite de la circulation extracorporelle, et son ablation. Elle inclut les responsabilités suivantes : 
- décision de l'indication et choix de la technique 
- pose et ablation des canules 
- choix du niveau d'hypothermie 
- choix du débit de CEC 
- décision d'arrêt circulatoire 
- définition des protocoles de remplissage 
- décision de cardioplégie 
- décision d'assistance circulatoire.",,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
6.0099999999999998,,ACTES DIAGNOSTIQUES SUR L'APPAREIL RESPIRATOIRE,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
06.01.01,,Explorations électrophysiologiques de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
AHQP006,,Électromyographie de détection des muscles du larynx par électrode externe,1,0,55.74,54.10,,,2,ATM
,,,,,,,,,,
AHQE002,,"Électromyographie de détection des muscles du larynx par électrode aiguille, par laryngoscopie",1,0,126.39,95.08,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
06.01.02,,Échographie de l'appareil respiratoire,,,,,,,,
,,A l'exclusion de : échographie et/ou échographie-doppler de contrôle ou surveillance de pathologie (chapitre19),,,,,,,,
,,,,,,,,,,
GBQM001,,Échographie unilatérale ou bilatérale du sinus maxillaire et/ou du sinus frontal,1,0,34.97,34.97,,,2,ADE
"[F, P, S, U]",,,,,,,,,,
GFQM001,,"Échographie transthoracique du médiastin, du poumon et/ou de la cavité pleurale",1,0,37.05,37.05,,,2,ADE
"[F, P, S, U]",,Échographie transthoracique du thymus,,,,,,,,
GFQJ002,,"Échographie du médiastin et/ou du poumon, par voie œsophagienne ou par voie bronchique",1,0,37.80,37.80,,,2,ADE
"[F, P, S, U]",,,,,,,,,,
,,,,,,,,,,
06.01.03,,Radiographie de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
ZBQK002,,Radiographie du thorax,1,0,21.28,21.28,,,2,ADI
"[B, D, E, F, P, S, U, Y, Z]",,Radiographie pulmonaire,,,,,,,,
,,À l'exclusion de : radiographie du squelette du thorax (LJQK001),,,,,,,,
,,"Indications : selon rapport d’évaluation technologique ""Principales indications et ""non indications"" de la radiographie du thorax"" – HAS – février 2009",,,,,,,,
,,"Facturation : la radiographie du thorax ne peut pas être facturée dans les situations de ""non-indication"", notamment :
infections des voies aériennes hautes ; hypertension artérielle ; suivi périodique de l’insuffisance cardiaque congestive chronique et des cardiomyopathies ; en préopératoire de chirurgie non cardiothoracique chez les adultes de moins de 60 ans sans pathologie cardio-pulmonaire ou avec pathologie cardio-pulmonaire stable. 
HAS - ""Avis sur l'acte de radiographie du thorax "" – février 2009.",,,,,,,,
,,(ZZLP025),,,,,,,,
LJQK002,,Radiographie du thorax avec radiographie du squelette du thorax,1,0,45.22,45.22,,,2,ADI
"[B, D, E, F, P, S, U, Y, Z]",,Radiographie pulmonaire avec gril costal,,,,,,,,
,,(ZZLP025),,,,,,,,
ZBQK003,,"Examen radiologique dynamique du thorax, pour étude de la fonction respiratoire et/ou cardiaque",1,0,21.28,21.28,,,2,ADI
"[E, F, P, S, U, Y, Z]",,Étude radiologique de prothèse valvulaire cardiaque,,,,,,,,
,,Étude radiologique de la cinétique des coupoles diaphragmatiques,,,,,,,,
,,Avec ou sans : opacification,,,,,,,,
GEQH001,,Bronchographie,1,0,33.25,33.25,,,2,ADI
"[E, F, P, S, U, Y, Z]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
06.01.04,,Scanographie de l'appareil respiratoire,,,,,,,,
,,À l'exclusion de : scanographie du coeur et des vaisseaux intrathoraciques (cf 04.01.05),,,,,,,,
,,,,,,,,,,
ZBQK001,,"Scanographie du thorax, sans injection intraveineuse de produit de contraste",1,0,25.27,25.27,,,2,ADI
"[E, F, P, S, U, Y, Z]",,"(ZZLP025, ZZQP004, YYYY600)",,,,,,,,
ZBQH001,,"Scanographie du thorax, avec injection intraveineuse de produit de contraste",1,0,25.27,25.27,,,2,ADI
"[E, F, P, S, U, Y, Z]",,"(ZZLP025, ZZQP004, YYYY600)",,,,,,,,
,,,,,,,,,,
06.01.05,,Remnographie [IRM] de l'appareil respiratoire,,,,,,,,
,,À l'exclusion de : remnographie du coeur et des vaisseaux intrathoraciques (cf 04.01.06),,,,,,,,
,,,,,,,,,,
ZBQN001,,"Remnographie [IRM] du thorax, sans injection intraveineuse de produit de contraste",1,0,69.00,69.00,,,2,ADI
"[F, P, S, U]",,"(ZZLP025, ZZQN002, YYYY600)",,,,,,,,
ZBQJ001,,"Remnographie [IRM] du thorax, avec injection intraveineuse de produit de contraste",1,0,69.00,69.00,,,2,ADI
"[F, P, S, U]",,"(ZZLP025, ZZQN002, YYYY600)",,,,,,,,
,,,,,,,,,,
06.01.06,,Scintigraphie de l'appareil respiratoire,,,,,,,,
,,"À l'exclusion de : recherche d'une thrombose artérielle pulmonaire, par injection de traceur radio-isotopique spécifique (DFQL001)",,,,,,,,
,,,,,,,,,,
GFQL004,,Scintigraphie pulmonaire de ventilation,1,0,176.85,176.85,,,2,ADI
"[F, G, P, S, U]",,,,,,,,,,
GFQL007,,Scintigraphie pulmonaire de perfusion,1,0,180.44,180.44,,,2,ADI
"[F, G, P, S, U]",,,,,,,,,,
GFQL006,,Scintigraphie pulmonaire de ventilation et de perfusion,1,0,357.29,357.29,,,2,ADI
"[F, G, P, S, U]",,(ZZQL017),,,,,,,,
GFQL001,,Tomoscintigraphie pulmonaire de ventilation,1,0,265.28,265.28,,,2,ADI
"[F, G, P, S, U]",,,,,,,,,,
GFQL005,,Tomoscintigraphie pulmonaire de perfusion,1,0,268.87,268.87,,,2,ADI
"[F, G, P, S, U]",,,,,,,,,,
GFQL002,,Tomoscintigraphie pulmonaire de ventilation et de perfusion,1,0,534.15,534.15,,,2,ADI
"[F, G, P, S, U]",,(ZZQL017),,,,,,,,
GEQL001,,Scintigraphie de l'épuration mucociliaire bronchique,1,0,265.28,265.28,,,2,ADI
[G],,Aérosol bronchique particulaire sans étude de perméabilité,,,,,,,,
GLQL002,,Mesure radio-isotopique de la perméabilité alvéolocapillaire,1,0,265.28,265.28,,,2,ADI
[G],,(ZZQL017),,,,,,,,
,,,,,,,,,,
06.01.07,,Épreuves fonctionnelles de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
06.01.07.01,,Épreuves fonctionnelles sur le nez,,,,,,,,
,,,,,,,,,,
GAQD003,,Mesure de la différence de potentiel des muqueuses nasales,1,0,,,,,2,ATM
FGRP010,,Tests vasomoteurs de stimulation cutanée pour rhinite,1,0,32.19,26.73,,,2,ATM
,,,,,,,,,,
GAQD007,,Rhinomanométrie antérieure sans test de provocation,1,0,28.80,28.80,,,2,ATM
GAQD002,,Rhinomanométrie antérieure avec test de provocation,1,0,39.25,34.86,,,2,ATM
,,À l'exclusion de : test de provocation par allergène administré à concentration croissante par voie nasale (FGRD004),,,,,,,,
,,"Indication : en dépit de signes cliniques suggestifs, si les tests cutanés sont négatifs ou lorsqu'il y a une polysensibilisation cutanée",,,,,,,,
GAQD005,,Rhinomanométrie postérieure sans test de provocation,1,0,38.47,34.41,,,2,ATM
,,,,,,,,,,
GAQD001,,Rhinomanométrie postérieure avec test de provocation,1,0,47.89,39.87,,,2,ATM
,,,,,,,,,,
GAQD004,,Rhinométrie acoustique sans test de provocation,1,0,31.40,30.31,,,2,ATM
,,,,,,,,,,
GAQD006,,Rhinométrie acoustique avec test de provocation,1,0,43.18,37.14,,,2,ATM
,,,,,,,,,,
GJQP001,,Olfactométrie,1,0,Non pris en charge,Non pris en charge,,,2,ATM
GAQD349,,Mesure du monoxyde d'azote (NO) nasal,1,0,58.13,58.13,,,2,ATM
,,Indication : diagnostic de la dyskésie ciliaire primitive,,,,,,,,
,,"Environnement : Cet examen est à réaliser dans un centre spécialisé ou dans une salle dédiée aux explorations fonctionnelles respiratoires, avec une concentration normale en NO ambiant, par du personnel formé à cet examen dans un centre spécialisé",,,,,,,,
,,"Facturation : 
Ne peut pas être facturé pour le diagnostic d'une autre pathologie
Ne peut pas être facturé dans une situation de suivi",,,,,,,,
,,,,,,,,,,
06.01.07.02,,Épreuves fonctionnelles sur le larynx,,,,,,,,
,,,,,,,,,,
GKQP010,,"Bilan instrumental de la phonation avec enregistrement vidéoscopique et/ou photographique, et examen stroboscopique du larynx",1,0,53.38,39.02,,,2,ATM
,,"Facturation : ne peut pas être facturé avec un acte inscrit à la 2ème partie, titre IV, chapitre II, article 2 de la nomenclature générale des actes professionnels",,,,,,,,
GKQP008,,Analyse informatisée de la parole et/ou de la voix par électroglottographie,1,0,26.69,23.54,,,2,ATM
,,,,,,,,,,
GKQE001,,Bilan phonétique de la parole avec fibroscopie du pharynx et du larynx par voie nasale,1,0,62.80,48.52,,,2,ATM
,,"Facturation : ne peut pas être facturé avec un acte inscrit à la 2ème partie, titre IV, chapitre II, article 2 de la nomenclature générale des actes professionnels",,,,,,,,
GKQP006,,Analyse informatisée acoustique de la parole,1,0,47.10,39.41,,,2,ATM
,,"Facturation : ne peut pas être facturé avec un acte inscrit à la 2ème partie, titre IV, chapitre II, article 2 de la nomenclature générale des actes professionnels",,,,,,,,
GKQP001,,Analyse informatisée acoustique de la voix,1,0,40.82,35.77,,,2,ATM
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
GKQP011,,Analyse informatisée aérodynamique de la phonation,1,0,40.82,35.77,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
06.01.07.03,,Étude des pressions de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
GBQD001,,Manométrie des sinus paranasaux,1,0,62.80,48.52,,,2,ATM
,,Avec ou sans : sinusoscopie,,,,,,,,
,,,,,,,,,,
06.01.07.04,,Explorations fonctionnelles de la respiration,,,,,,,,
,,"La polygraphie respiratoire nocturne inclut la réalisation simultanée des examens suivants : mesure de la saturation sanguine en oxygène par oxymétrie et flux aérien nasobuccal, et/ou quantification des ronflements avec enregistrement des bruits trachéaux, et/ou détection des efforts respiratoires, et/ou analyse de la position corporelle, sur une période nocturne d'au moins 6 heures.",,,,,,,,
,,,,,,,,,,
GLHF001,,"Prélèvement de sang artériel avec gazométrie sanguine et mesure du pH, sans épreuve d'hyperoxie",1,0,36.48,36.48,,,2,ATM
"[F, P, S, U]",,"À l'exclusion de : au cours 
de l'adaptation d'une ventilation non effractive
d'une suppléance ventilatoire",,,,,,,,
,,Facturation : cet acte n'est pas facturable en cas de prélèvement capillaire,,,,,,,,
,,"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)",,,,,,,,
GLHF002,,"Prélèvement de sang artériel avec gazométrie sanguine et mesure du pH, avec épreuve d'hyperoxie",1,0,54.72,54.72,,,2,ATM
"[F, P, S, U]",,"À l'exclusion de : au cours 
de l'adaptation d'une ventilation non effractive
d'une suppléance ventilatoire",,,,,,,,
,,Facturation : cet acte n'est pas facturable en cas de prélèvement capillaire,,,,,,,,
,,"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)",,,,,,,,
GLQP005,,"Enregistrement continu de la saturation sanguine en oxygène par mesure transcutanée [SpO2] [Oxymétrie de pouls], pendant au moins 6 heures",1,0,,,,,2,ATM
GLQP013,,Mesure transcutanée de la tension partielle en oxygène [TcPO2] au repos,1,0,,,,,2,ATM
GLQP010,,Mesure transcutanée de la tension partielle d'oxygène [TcPO2] en hyperhémie,1,0,,,,,2,ATM
GLQP012,,"Mesure de la capacité vitale lente et de l'expiration forcée, avec enregistrement [Spirométrie standard]",1,0,41.08,38.34,,,2,ATM
,,"(GERD001, GERD002, GLQD001, GLQD003, YYYY025)",,,,,,,,
GLQP008,,"Mesure de la capacité vitale lente et de l'expiration forcée, avec gazométrie sanguine artérielle [Spirométrie standard avec gaz du sang]",1,0,67.20,67.20,,,2,ATM
,,"(GERD001, GERD002, GLQD001, GLQD003, YYYY025)",,,,,,,,
GLQP002,,"Mesure de la capacité vitale lente et de l'expiration forcée, avec mesure des volumes pulmonaires mobilisables et non mobilisables par pléthysmographie",1,0,76.80,76.80,,,2,ATM
,,Avec ou sans : mesure des résistances des voies aériennes,,,,,,,,
,,"(GERD001, GERD002, GLQD001, YYYY232)",,,,,,,,
GLQP009,,Mesure de la capacité vitale et du volume courant par pléthysmographie d'inductance,1,0,34.56,34.56,,,2,ATM
,,"(GLQD003, YYYY186)",,,,,,,,
GLQP003,,Mesure de l'expiration forcée [Courbe débit-volume] avec enregistrement,1,0,,,,,2,ATM
GLQP014,,Mesure du débit expiratoire maximal par technique de compression,1,0,Non pris en charge,Non pris en charge,,,2,ATM
,,Technique de la jaquette,,,,,,,,
GLQP011,,Mesure des volumes pulmonaires mobilisables et non mobilisables par pléthysmographie,1,0,68.98,64.20,,,2,ATM
,,Avec ou sans : mesure des résistances des voies aériennes,,,,,,,,
,,"(GERD001, GERD002, GLQD001, YYYY232)",,,,,,,,
GLQP016,,Mesure des résistances des voies aériennes ou de l'appareil respiratoire par interruption des débits ou des oscillations forcées,1,0,28.80,28.80,,,2,ATM
,,"(GERD001, GERD002, YYYY232)",,,,,,,,
GFQP001,,Mesure de la compliance [de l'élasticité] pulmonaire,1,0,65.88,59.98,,,2,ATM
,,(YYYY058),,,,,,,,
GLQD002,,"Mesure des compliances [de l'élasticité] thoracopulmonaires avec mesure de la pression œsophagienne, avant l'âge de 3 ans",1,0,120.13,91.45,,,2,ATM
,,(YYYY058),,,,,,,,
GLQD006,,"Mesure de la pression d'occlusion à la bouche à 0,1 seconde d'inspiration [P 0,1]",1,0,,,,,2,ATM
LLQP002,,Étude des muscles ventilatoires par mesure de pression à la bouche,1,0,,,,,2,ATM
GLQD004,,Mesure de la différence alvéoloartérielle des pressions partielles en oxygène par analyse des gaz expirés et des gaz du sang,1,0,69.12,69.12,,,2,ATM
GLQD007,,Mesure du volume capillaire pulmonaire par mesures de la capacité de transfert pulmonaire,1,0,55.80,48.49,,,2,ATM
,,,,,,,,,,
GLQP006,,Mesure de la réponse au dioxyde de carbone [CO2] par établissement d'une courbe réponse ventilatoire/concentration de CO2,1,0,Non pris en charge,Non pris en charge,,,2,ATM
GLQP007,,Polygraphie respiratoire nocturne,1,0,148.80,120.98,,,2,ATM
,,,,,,,,,,
GLRP003,,"Épreuve d'effort sur tapis roulant ou bicyclette ergométrique, avec mesure des gaz du sang [Épreuve d'effort simplifiée] [Gazométrie à l'effort]",1,0,75.18,71.83,,,2,ATM
,,,,,,,,,,
GLRP004,,"Épreuve d'effort sur tapis roulant ou bicyclette ergométrique, avec mesure des gaz du sang et du débit d'oxygène consommé [VO2], et surveillance électrocardioscopique discontinue",1,0,124.00,116.27,,,2,ATM
,,,,,,,,,,
EQQP003,,"Mesure de la distance de marche en terrain plat en 6 minutes, avec surveillance de la saturation en oxygène par mesure transcutanée",1,0,28.80,28.80,,,2,ATM
EQQP002,,"Mesure de la distance de marche en terrain plat en 6 minutes, avec surveillance de la saturation en oxygène par mesure transcutanée et mesure du débit d'oxygène utile",1,0,28.80,28.80,,,2,ATM
GLQP017,,Épreuve d’oxygénothérapie hyperbare [OHB] avec mesure transcutanée de la pression partielle en oxygène [PtcO2] ,1,0,25.20,22.68,,,2,ATM
,,Avec ou sans : utilisation d'agent pharmacologique vasoactif,,,,,,,,
,,"Indication : sélection des patients porteurs d'écrasement de membre, d'ulcère ou de gangrène ischémique persistant après revascularisation ou sans possibilité de revascularisation pouvant bénéficier d'un traitement hyperbare (l'absence d'élévation de la PtcO2 contre-indique le traitement hyperbare)",,,,,,,,
,,Formation : diplôme interuniversitaire de médecine subaquatique et hyperbare,,,,,,,,
,,Environnement : spécifique : la pratique de cet acte nécessite le respect du code européen de bonne pratique pour la thérapie hyperbare [COST].,,,,,,,,
,,Facturation : en établissement de santé titulaire d'une autorisation d'activité d'OHB. Il ne peut être facturé qu'une seule mesure de la PtcO2 par patient et par traitement. Une deuxième voire une troisième mesure peut toutefois être facturée au dixième et/ou au vingtième jours de traitement par OHB devant une évolution non conforme aux prévisions et documentée dans le dossier médical.,,,,,,,,
,,,,,,,,,,
06.01.07.05,,Surveillance continue de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
GLLB001,,"Pose d'un dispositif de mesure de la saturation jugulaire en oxygène, par voie veineuse transcutanée",1,0,,,,,2,ATM
GLQP004,,"Surveillance continue transcutanée de la pression partielle sanguine en oxygène [PO2] et/ou en dioxyde de carbone [PCO2] chez le nouveau-né, par 24 heures",1,0,,,,,2,ATM
GLQP015,,"Surveillance continue de la saturation jugulaire en oxygène par dispositif intraveineux, par 24 heures",1,0,,,,,2,ATM
,,,,,,,,,,
06.01.08,,Endoscopie et échoendoscopie de l'appareil respiratoire,,,,,,,,
,,Comprend : examen endoscopique en vision directe ou avec vidéoscopie,,,,,,,,
,,"Facturation : Possibilité de facturation de l’association des actes GAQE001 et  GCQE001 pour un :
- Bilan diagnostic d'un cancer des voies aérodigestives supérieures, selon le guide ALD 30 de la HAS de novembre 2009 :« Cancer des voies aérodigestives supérieures »
- Bilan d'une ronchopathie chronique dans le cadre du syndrome d'apnée du sommeil
- Bilan d'extension ou de suivi thérapeutique d'un cancer des voies aérodigestives supérieures
- Bilan d’une otite séromuqueuse avec suspicion de reflux gastrooesophagien.",,,,,,,,
,,,,,,,,,,
06.01.08.01,,Endoscopie de la cavité nasale,,,,,,,,
,,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,,,,,,,,,
GAQE003,,"Endoscopie de la cavité nasale, par voie nasale",1,0,,,,,2,ATM
,,Rhinoscopie par voie nasale,,,,,,,,
GAQE001,,"Endoscopie de la cavité nasale et du rhinopharynx [cavum], par voie nasale",1,0,31.40,30.96,,,2,ATM
"[F, P, S, U]",,Rhinocavoscopie par voie nasale,,,,,,,,
GCQE002,,"Endoscopie du rhinopharynx [cavum], par voie buccale sous anesthésie générale",1,0,43.18,37.14,,,1,ATM
"[A, F, P, S, U, 3]",,Cavoscopie par voie buccale,,,,,,,,
,,Avec ou sans : endoscopie nasale,,,,,,,,
,,anesthésie,4,0,67.07,67.07,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
06.01.08.02,,Endoscopie des sinus paranasaux,,,,,,,,
,,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,,,,,,,,,
GBQE002,,Sinusoscopie frontale,1,0,79.29,74.21,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
GBQE001,,Sinusoscopie sphénoïdale,1,0,94.20,82.86,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
GBQA002,,"Sinusoscopie maxillaire, par voie méatale inférieure et/ou par abord de la fosse canine [abord vestibulaire]",1,0,58.88,58.37,,,1,ADC
"[F, P, S, U]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
06.01.08.03,,Endoscopie du larynx,,,,,,,,
,,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,,,,,,,,,
GCQE001,,"Fibroscopie du pharynx et du larynx, par voie nasale",1,0,28.80,28.80,,,2,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
GCQE003,,"Fibroscopie du pharynx et du larynx par voie nasale, avec examen stroboscopique du larynx",1,0,33.76,31.68,,,2,ATM
,,,,,,,,,,
GDQE005,,Laryngoscopie directe [Laryngoscopie en suspension],1,0,75.36,67.90,,,1,ATM
"[A, F, P, S, U, 3]",,anesthésie,4,0,87.99,87.99,,,1,ADA
,,(GELE001),,,,,,,,
GDQE003,,Laryngoscopie indirecte au laryngoscope rigide,1,0,28.80,28.80,,,2,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
GDQE002,,"Laryngoscopie indirecte au laryngoscope rigide, avec examen stroboscopique du larynx",1,0,39.25,34.86,,,2,ATM
"[F, P, S, U]",,,,,,,,,,
GDQE004,,Fibroscopie du larynx et de la trachée,1,0,45.53,45.11,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
GDQE001,,Laryngo-trachéo-bronchoscopie au tube rigide,1,0,85.57,77.85,,,1,ATM
"[A, F, P, S, U, 3]",,anesthésie,4,0,86.20,86.20,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
06.01.08.04,,Endoscopie de la trachée et des bronches,,,,,,,,
,,"Avec ou sans :
- brossage à visée cytologique ou bactériologique
- lavage bronchique",,,,,,,,
,,,,,,,,,,
GEQE008,,Bronchoscopie au tube rigide,1,0,114.70,90.72,,,1,ATM
"[A, F, P, S, U, 3]",,"Indication : hémoptysie massive, ponction et biopsie, contre-indication à la fibroscopie chez les patients infectés par un agent transmissible non conventionnel",,,,,,,,
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
,,Environnement : spécifique ; acte réalisé sous anesthésie générale ; conditions d’exécution précisées par les recommandations européennes (- ERS/ATS : European Respiratory Society / American Thoracic Society -),,,,,,,,
,,anesthésie,4,0,76.45,76.45,,,1,ADA
,,(GEHE001),,,,,,,,
GEQE001,,"Bronchoscopie au tube rigide, avec prélèvement médiastinal à l'aiguille par voie transbronchique",1,0,124.00,104.18,,,1,ATM
"[A, F, P, S, U, 3]",,Avec ou sans : prélèvement par fibroscopie,,,,,,,,
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
,,"Environnement : spécifique ; conditions d’exécution de la bronchoscopie au tube rigide (GEQE008), sous anesthésie générale, conditions d’exécution précisées par les recommandations européennes (- ERS/ATS : European Respiratory Society / American Thoracic Society -)",,,,,,,,
,,anesthésie,4,0,76.45,76.45,,,1,ADA
,,(GEHE001),,,,,,,,
GEQE005,,"Bronchoscopie au tube rigide, avec biopsie pulmonaire par voie transbronchique sans guidage",1,0,128.65,106.87,,,1,ATM
"[A, F, P, S, U, 3]",,Indication : pédiatrie,,,,,,,,
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
,,"Environnement : spécifique ; conditions d’exécution de la bronchoscopie au tube rigide (GEQE008), sous anesthésie générale, conditions d’exécution précisées par les recommandations européennes (- ERS/ATS : European Respiratory Society / American Thoracic Society -)",,,,,,,,
,,anesthésie,4,0,76.45,76.45,,,1,ADA
,,(GEHE001),,,,,,,,
GEQH003,,"Bronchoscopie au tube rigide, avec biopsie pulmonaire par voie transbronchique avec guidage radiologique",1,0,106.18,76.80,,,1,ATM
"[A, F, P, S, U, 3]",,Indication : pédiatrie,,,,,,,,
,,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
,,"Environnement : spécifique ; conditions d’exécution de la bronchoscopie au tube rigide (GEQE008), sous anesthésie générale, conditions d’exécution précisées par les recommandations européennes (- ERS/ATS : European Respiratory Society / American Thoracic Society -)",,,,,,,,
,,anesthésie,4,0,76.45,76.45,,,1,ADA
,,(GEHE001),,,,,,,,
GEQE007,,Fibroscopie bronchique,1,0,96.00,96.00,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : fibroscopie bronchique, chez un patient intubé ou trachéotomisé (GEQE012)",,,,,,,,
,,"(GEHE001, ZZLP025)",,,,,,,,
GEQE012,,"Fibroscopie bronchique, chez un patient intubé ou trachéotomisé",1,0,96.00,96.00,,,1,ATM
"[F, P, S, U]",,"(GEHE001, ZZLP025)",,,,,,,,
GEQE004,,"Fibroscopie bronchique, avec lavage bronchioloalvéolaire à visée diagnostique",1,0,110.40,110.40,,,1,ATM
"[F, P, S, U]",,"À l'exclusion de : fibroscopie bronchique avec lavage bronchioloalvéolaire à visée diagnostique, chez un patient intubé ou trachéotomisé (GEQE009)",,,,,,,,
,,"(GEHE001, ZZLP054)",,,,,,,,
GEQE009,,"Fibroscopie bronchique avec lavage bronchioloalvéolaire à visée diagnostique, chez un patient intubé ou trachéotomisé",1,0,110.40,110.40,,,1,ATM
"[F, P, S, U]",,"(GEHE001, ZZLP054)",,,,,,,,
GEQE002,,"Fibroscopie bronchique, avec prélèvement lymphonodal à l'aiguille par voie transbronchique",1,0,106.95,102.35,,,1,ATM
"[F, P, S, U]",,"(GEHE001, ZZLP025)",,,,,,,,
GEQE006,,"Fibroscopie bronchique, avec biopsie pulmonaire par voie transbronchique sans guidage",1,0,113.15,105.95,,,1,ATM
"[F, P, S, U]",,"(GEHE001, ZZLP025)",,,,,,,,
GEQH002,,"Fibroscopie bronchique, avec biopsie pulmonaire par voie transbronchique avec guidage radiologique",1,0,96.00,96.00,,,1,ATM
"[F, P, S, U]",,"(GEHE001, ZZLP025)",,,,,,,,
GEQE010,,Fibroscopie trachéobronchique avec photodétection de lésion par autofluorescence sans laser,1,0,112.38,105.50,,,1,ATM
,,"(GEHE001, ZZLP025)",,,,,,,,
GEQE003,,Fibroscopie trachéobronchique avec photodétection de lésion par autofluorescence avec laser,1,0,122.45,111.34,,,1,ATM
,,"(GEHE001, ZZLP025)",,,,,,,,
GEQE013,,Examen panendoscopique des voies aérodigestives supérieures avec trachéoscopie et œsophagoscopie,1,0,115.20,115.20,,,1,ATM
"[A, F, P, S, U, 3]",,Indication : bilan de lésion néoplasique,,,,,,,,
,,Environnement : bloc opératoire,,,,,,,,
,,anesthésie,4,0,138.31,138.31,,,1,ADA
,,"(GEHE001, GELE001)",,,,,,,,
,,,,,,,,,,
06.01.08.05,,Échoendoscopie de la trachée et des bronches ,,,,,,,,
,,,,,,,,,,
GEQJ237,,"Échoendoscopie bronchique, avec prélèvement médiastinal à l'aiguille par voie transbronchique",1,0,175.15,175.15,,,1,ATM
"[A, 3]",,"Indication : 
- selon l’avis de la Haute autorité de santé [HAS]
",,,,,,,,
,,anesthésie,4,0,116.46,116.46,,,1,ADA
,,"
(GELE001)",,,,,,,,
,,,,,,,,,,
06.01.09,,"Ponction, biopsie et prélèvement de l'appareil respiratoire",,,,,,,,
,,,,,,,,,,
GGHB001,,"Ponction d'un épanchement pleural, sans guidage",1,0,37.98,31.71,,,2,ATM
"[F, P, S, U]",,,,,,,,,,
GAHA001,,Biopsie de la peau du nez et/ou de la muqueuse narinaire,1,0,31.00,26.04,,,2,ADC
,,(ZZLP025),,,,,,,,
GDHE001,,"Biopsie oro-pharyngo-laryngée, par laryngoscopie indirecte",1,0,43.96,37.59,,,1,ATM
